,unique_case_id,type_of_crime,location,victim_sex,offender_sex,number_of_victims,number_of_offenders,Homicide,Hate Crime - Disability,Hate Crime - Gender,Hate Crime - Gender Identity,Hate Crime - Religious,Hate Crime - Sexual orientation,Hate Crime - Racial/Ethnicity,Hate Crime - Ethnicity,Verbal Abuse/Verbal Assault,Property Damage,Drug Offenses,General Assault,Sexual Assault,Sexual Harassment,Property Crimes,Domestic Violence,Missing Person,Traffic Incident,Unclassified,timestamp,date
1225,000009_1171456,"Property Crime, Fraud",Charlottenburg-Wilmersdorf,Unknown,Female,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2022-27-01
1226,000010_1171414,"General Assault, Property Damage, Verbal Abuse",Soldiner Straße,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2022-27-01
1227,000011_1171275,Property Crime,Seestraße,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15:40:00,2022-27-01
1228,000012_1171139,Drug Offenses,"Friedrichshain-Kreuzberg, Ritterstraße, Kottbusser Tor",Female,Male,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12:00:00,2022-26-01
1229,000013_1170927,"General Assault, Property Damage, Verbal Abuse","Gotthardstraße, Reinickendorf",Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:00:00,2022-26-01
1230,000014_1170643,Property Crimes,"Bahnhofstraße, Treptow-Köpenick",Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,06:00:00,2022-25-01
1231,000015_1170563,"General Assault, Property Damage",Wilhelmsruher Damm,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10:35:00,2022-25-01
1232,000016_1170505,"Verbal Abuse, Hate Crime - Racial/Ethnicity",Sterndamm,"Male, Female",Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14:00:00,2022-25-01
1233,000017_1170485,Property Damage,"Nassenheider Weg, Borsigwalde",Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04:45:00,2022-25-01
1234,000018_1170385,"General Assault, Property Damage, Verbal Abuse",Bremer Straße,Male,Male,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:45:00,2022-25-01
1235,000019_1170230,Drug Offenses,Berlinweit,Unknown,Male,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:45:00,2022-24-01
1236,000020_1170134,"Property Crime, General Assault",Ahrenshooper Straße,Male,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20:15:00,2022-24-01
1237,000021_1170089,"General Assault, Property Damage",Herzberg- Ecke Siegfriedstraße,Male,Unknown,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:30:00,2022-24-01
1238,000022_1169933,"Drug Offenses, Property Crimes","Skalitzer Straße, Friedrichshain-Kreuzberg",Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20:00:00,2022-23-01
1239,000023_1169932,"Property Damage, Unclassified","Straße An der Margaretenhöhe, Wartenberg",Unknown,Unknown,Unknown,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13:30:00,2022-23-01
1240,000024_1169929,"General Assault, Property Crime, Verbal Abuse",Park am Gleisdreieck,Male,Male,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21:20:00,2022-23-01
1241,000025_1169925,"Property Damage, Arson","Joseph-Schmidt-Straße, Neukölln",Unknown,Unknown,3,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05:00:00,2022-22-01
1242,000026_1169924,"General Assault, Verbal Abuse", Rohrdamm,Female,Male,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:35:00,2022-22-01
1243,000027_1169923,"General Assault, Verbal Abuse, Property Damage","Albertinenstraße, Smetanastraße, Bizetstraße",Male,Unknown,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:00:00,2022-22-01
1244,000028_1169922,"General Assault, Property Damage","Edisonstraße, Treptow-Köpenick",Male,Male,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04:30:00,2022-22-01
1245,000029_1169921,Drug Offenses,Badstraße/Koloniestraße,Unknown,Male,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20:30:00,2022-22-01
1246,000030_1169919,"Robbery, General Assault",Körnerpark,Male,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20:45:00,2022-22-01
1247,000031_1169917,"General Assault, Verbal Abuse","Spreetunnel am Müggelschlößchenweg, Treptow-Köpenick",Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23:10:00,2022-22-01
1248,000032_1169916,"General Assault, Verbal Abuse",Hedwig-Dohm-Straße,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17:00:00,2022-22-01
1249,000033_1169915,Property Damage,"Schönfließer Straße/Huttenstraße, Reinickendorf",Male,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13:00:00,2022-22-01
1250,000034_1169914,Property Damage,"Krautstraße, Friedrichshain-Kreuzberg",Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17:40:00,2022-22-01
1251,000035_1169913,"Hit and Run, General Assault","Indische Straße, Wedding",Male,Unknown,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:20:00,2022-22-01
1252,000036_1169912,"Property Damage, Arson","Risaer Straße, Hellersdorf",Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23:40:00,2022-22-01
1253,000037_1169674,Property Damage,Kleinen Andreasstraße,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17:25:00,2022-21-01
1254,000038_1169669,"Homicide, General Assault",Grunewaldstraße,Male,Male,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22:00:00,2022-21-01
1255,000039_1169667,"Property Crime, General Assault",Ahrensfelder Chaussee,Male,Male,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19:10:00,2022-21-01
1256,000040_1169663,"Property Damage, Arson","Wisbyer Straße, Prenzlauer Berg",Unknown,Male,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19:10:00,2022-21-01
1257,000041_1169524,Unclassified,"Otternbuchtstraße, Siemensstadt, Spandau",Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,00:40:00,2022-21-01
1258,000042_1169384,"Property Crime, General Assault, Verbal Abuse", Schönleinstraße,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:10:00,2022-20-01
1259,000043_1169382,Property Crime,"Blankenfelde-Mahlow, Jühnsdorf",Male,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2022-20-01
1260,000044_1169292,"Drug Offenses, Possession of a Prohibited Weapon","Richard-Sorge-Straße, Siegfriedstraße",Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17:30:00,2022-20-01
1261,000045_1169138,Property Damage,"Elsenbrücke, Friedrichshain-Kreuzberg",Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15:50:00,2022-20-01
1262,000046_1169126,"General Assault, Property Damage",Alt-Moabit/ Gotzkowskystraße,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16:30:00,2022-20-01
1263,000047_1169125,"Property Crime, General Assault, Verbal Abuse","Seestraße, Wedding",Male,Male,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:10:00,2022-20-01
1264,000048_1169122,"Attempted Robbery, Property Damage",Mehringplatz,Female,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17:30:00,2022-20-01
1265,000049_1169041,"Fraud, Property Crimes","Lodz (Polen), Garbsen (Niedersachsen)",Male,"Male, Female",1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14:30:00,2022-19-01
1266,000050_1169022,"Robbery, General Assault","Ahrensfelder Chaussee, Marzahn-Hellersdorf",Unknown,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20:20:00,2022-19-01
1267,000051_1168999,"Verbal Abuse, General Assault",Landsberger Allee,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23:00:00,2022-19-01
1268,000052_1168998,"Property Damage, Arson",Lichtenberg,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2022-19-01
1269,000053_1168876,Property Damage,Kochhannstraße,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22:30:00,2022-19-01
1270,000054_1168771,"Property Damage, Arson","Alten Hellersdorfer Straße, Cottbusser Platz",Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01:10:00,2022-19-01
1271,000055_1168761,"Property Crime, General Assault", Frankfurter Allee,Unknown,Male,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22:20:00,2022-19-01
1272,000056_1168747,"Property Damage, Arson",Rochstraße,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02:30:00,2022-19-01
1273,000001_1139718,"General Assault, Verbal Abuse, Property Damage, Property Crime, Threats","Wühlischstraße/Knorrpromenade, Friedrichshain-Kreuzberg",Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:00:00,2021-27-01
1274,000002_1139710,Property Crime,bezirksübergreifend,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-31-01
1275,000003_1139695,"Property Crimes, Possession of Illegal Weapons","BAB A113, Buschkrugallee, Juliusstraße, Rungiusstraße, Kleingartenanlage, Britz",Unknown,Male,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20:45:00,2021-27-01
1276,000004_1139671,Property Damage,"Wrangelstraße, Friedrichshain-Kreuzberg",Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22:30:00,2021-27-01
1277,000005_1139600,"Drug Offenses, Unclassified",Lichterfelde,Unknown,Male,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2021-26-01
1278,000006_1139285,Unclassified,Grunewald,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10:00:00,2021-26-01
1279,000007_1139236,"Property Damage, Arson","Böckhstraße, Friedrichshain-Kreuzberg",Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05:45:00,2021-26-01
1280,000008_1139230,"Property Damage, Drug Offenses","Mehringdamm, Tempelhofer Ufer, Columbiadamm, Konstanzer Straße, Brandenburgische Straße, Adenauerplatz",Unknown,Male,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,2021-26-01
1281,000009_1139219,"General Assault, Property Damage",Erkstraße,"Female, Male",Male,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01:00:00,2021-26-01
1282,000010_1139205,"General Assault, Verbal Abuse",Altstädter Rings,Male,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22:35:00,2021-26-01
1283,000011_1139187,"Property Damage, Arson","Planufer, Friedrichshain-Kreuzberg",Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01:40:00,2021-26-01
1284,000012_1139158,Sexual Assault,Berliner Park,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-27-01
1285,000013_1138887,"Property Damage, Drug Offenses, General Assault, Illegal Possession of a Weapon","Tempelhof-Schöneberg, Götzstraße, Felixstraße, Albrecht- und Colditzstraße, Ullstein- und Volkmarstraße, Mariendorfer Damm",Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02:15:00,2021-25-01
1286,000014_1138850,Property Damage,"Am Maselakepark, Carossastraße, Nordhafen Spandau",Male,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15:30:00,2021-25-01
1287,000015_1138833,Unclassified,Berlinweit,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2021-25-01
1288,000016_1138798,Property Crime,"Briesingstraße, Tempelhof-Schöneberg",Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00:00,2021-25-01
1289,000017_1138795,"Hate Crime - Sexual Orientation, Verbal Abuse, General Assault", Nollendorfplatz,Male,Male,2,1-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:20:00,2021-25-01
1290,000018_1138792,Property Damage,Beuthstraße/Waldowstraße Kreuzung,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11:10:00,2021-25-01
1291,000019_1138791,Property Damage,Bernauer Straße,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14:05:00,2021-25-01
1292,000020_1138732,"Property Damage, Driving Under the Influence","Nonnendammallee/Paulsternstraße, Haselhorst, Spandau",Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:35:00,2021-24-01
1293,000021_1138729,"Property Damage, Driving Under the Influence","Ritterfelddamm, Kladower Damm",Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,07:20:00,2021-24-01
1294,000022_1138728,"Property Crime, General Assault","Scharnweberstraße, Reinickendorf",Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2021-24-01
1295,000023_1138727,"General Assault, Property Damage", Prinzenstraße,Male,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10:20:00,2021-24-01
1296,000024_1138716,"General Assault, Property Damage",Warschauer Brücke,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,05:00:00,2021-23-01
1297,000025_1138694,"Property Crime, General Assault","Meinekestraße, Lietzenburger Straße, Pariser Straße, Uhlandstraße",Male,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16:35:00,2021-23-01
1298,000026_1138692,"General Assault, Property Damage", Kleistpark,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:30:00,2021-23-01
1299,000027_1138690,"Property Crime, General Assault",Schlesische Straße,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21:40:00,2021-23-01
1300,000028_1138450,Property Damage,Wilhelmstraße,Unknown,Male,Unknown,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,02:30:00,2021-22-01
1301,000029_1138447,Property Crime,"Oberfeldstraße, Marzahn-Hellersdorf",Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:00:00,2021-22-01
1302,000030_1138442,"Property Crimes, General Assault","Erkstraße, Neukölln",Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,02:30:00,2021-22-01
1303,000031_1138440,Property Damage," Lichtenrade, Wünsdorfer Straße, Pfarrer-Lütkehaus-Platz",Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:00:00,2021-22-01
1304,000032_1138247,Property Crime,"U1 Bahnsteig, Friedrichshain-Kreuzberg",Unknown,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17:10:00,2021-07-06
1305,000033_1138073,"Property Crime, General Assault, Verbal Abuse","Curtiusstraße, Hans-Sachs-Straße",Male,Male,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22:20:00,2021-21-01
1306,000034_1138062,"General Assault, Property Damage",Buschkrugallee,Male,Male,3,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18:25:00,2021-21-01
1307,000035_1137796,"Property Crime, Theft",Mehrower Allee,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:45:00,2021-20-01
1308,000036_1137678,Unclassified,Berlin/Schleswig-Holstein/Baden-Württemberg/Hessen,Unknown,Unknown,Unknown,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2021-20-01
1309,000037_1137176,"Property Crimes, Property Damage","Marienfelde, Schöneberg,  Priesterweg,  Buckower Chaussee",Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,04:20:00,2021-19-01
1310,000038_1137018,"General Assault, Property Crime",Friedrichshain-Kreuzberg,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,01:50:00,2021-19-01
1311,000039_1136825,Property Damage,BAB 114,Female,Male,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19:00:00,2021-18-01
1312,000040_1136802,Property Damage,"Anton-Saefkow-Platz, Köpenicker Straße, Mitte",Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17:00:00,2021-18-01
1313,000041_1136206,"General Assault, Property Damage",Alexanderstraße,Male,Male,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,03:00:00,2021-17-01
1314,000042_1136197,Property Damage,"Baumschulenstraße, Köpenicker Straße",Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,09:45:00,2021-17-01
1315,000043_1136196,Property Damage,Bethaniendamm Ecke Adalbertstraße,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22:30:00,2021-17-01
1316,000044_1136190,Unclassified,Rollbergstraße,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10:00:00,2021-16-01
1317,000045_1136188,"Property Crime, General Assault",Park an der Straße Am Schloßpark,Male,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:30:00,2021-16-01
1318,000046_1136142,"Property Crimes, Property Damage",Alte Hellersdorfer Straße,Unknown,Male,Unknown,Multiple,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,03:35:00,2021-15-01
1319,000047_1135975,Property Damage,"Paul-Singer-Haus, Stresemannstraße, Friedrichshain-Kreuzberg",Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21:00:00,2021-15-01
1320,000048_1135903,"General Assault, Verbal Abuse, Property Damage",Karl-Marx-Straße,"Male, Female",Male,7,6-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21:20:00,2021-15-01
