,Time,Date,Year,Month,Day,unique_case_id,official_case_id,type_of_crime,location,year,date,time,victim_sex,offender_sex,number_of_victims,number_of_offenders,Homicide,Hate Crime - Disability,Hate Crime - Gender,Hate Crime - Gender Identity,Hate Crime - Religious,Hate Crime - Sexual orientation,Hate Crime - Racial/Ethnicity,Hate Crime - Ethnicity,Verbal Abuse/Verbal Assault,Property Damage,Drug Offenses,General Assault,Sexual Assault,Sexual Harassment,Property Crimes,Domestic Violence,Missing Person,Traffic Incident,Unclassified,Output,Good_output,lon,lat
273,08:52:00,2023-03-03 20:10:14.182771,2023,3,3,000025_1305498,1305498.0,"Property Crime, Theft",Prenzlauer Berg,2023.0,19.03,3 Uhr,Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'place_id': 307888376, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 407713, 'boundingbox': ['52.5199276', '52.5585856', '13.396846', '13.4721073'], 'lat': '52.5398466', 'lon': '13.4285652', 'display_name': 'Prenzlauer Berg, Pankow, Berlin, Deutschland', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6797244457981899, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}, {'place_id': 154475096, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 194995004, 'boundingbox': ['52.5282913', '52.52839', '13.4232096', '13.4237008'], 'lat': '52.5283441', 'lon': '13.4234544', 'display_name': 'Prenzlauer Berg, Winsviertel, Prenzlauer Berg, Pankow, Berlin, 10405, Deutschland', 'class': 'highway', 'type': 'unclassified', 'importance': 0.30000999999999994}, {'place_id': 126785521, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 82662288, 'boundingbox': ['52.5289608', '52.5292368', '13.4189472', '13.4199194'], 'lat': '52.5291479', 'lon': '13.419437349457645', 'display_name': 'Gleichrichterwerk 204 Prenzlauer Berg, 5, Prenzlauer Berg, Winsviertel, Prenzlauer Berg, Pankow, Berlin, 10405, Deutschland', 'class': 'place', 'type': 'house', 'importance': 0.20000999999999997}]","{'place_id': 307888376, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 407713, 'boundingbox': ['52.5199276', '52.5585856', '13.396846', '13.4721073'], 'lat': '52.5398466', 'lon': '13.4285652', 'display_name': 'Prenzlauer Berg, Pankow, Berlin, Deutschland', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6797244457981899, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}",13.4285652,52.5398466
274,07:08:00,2023-01-10 20:10:14.182771,2023,1,10,000026_1305496,1305496.0,"General Assault, Verbal Abuse, Hate Crime - Racial/Ethnicity","Brunnenstraße, Mitte",2023.0,19.03,16.30 Uhr,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'place_id': 185131937, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 317871680, 'boundingbox': ['52.5382411', '52.5383808', '13.3958396', '13.3959441'], 'lat': '52.538316', 'lon': '13.3958881', 'display_name': 'Brunnenstraße, Gesundbrunnen, Mitte, Berlin, 13355, Deutschland', 'class': 'highway', 'type': 'secondary', 'importance': 0.5044409508461066}, {'place_id': 193959955, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 365734769, 'boundingbox': ['52.5359701', '52.5369907', '13.3971097', '13.3976625'], 'lat': '52.5365423', 'lon': '13.397453', 'display_name': 'Brunnenstraße, Mitte, Berlin, 10115, Deutschland', 'class': 'highway', 'type': 'secondary', 'importance': 0.5044409508461066}, {'place_id': 119470342, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 41927333, 'boundingbox': ['52.5327713', '52.5348202', '13.398074', '13.3988283'], 'lat': '52.5342798', 'lon': '13.3982723', 'display_name': 'Brunnenstraße, Mitte, Berlin, 10119, Deutschland', 'class': 'highway', 'type': 'secondary', 'importance': 0.5044409508461066}, {'place_id': 57452236, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5280261745, 'boundingbox': ['49.6804441', '49.6805441', '6.760942', '6.761042'], 'lat': '49.6804941', 'lon': '6.760992', 'display_name': 'Holzerath, Ort, Brunnenstraße, Holzerath, Ruwer, Landkreis Trier-Saarburg, Rheinland-Pfalz, 54316, Deutschland', 'class': 'highway', 'type': 'bus_stop', 'importance': 0.11000999999999997, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/transport_bus_stop2.p.20.png'}]","{'place_id': 185131937, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 317871680, 'boundingbox': ['52.5382411', '52.5383808', '13.3958396', '13.3959441'], 'lat': '52.538316', 'lon': '13.3958881', 'display_name': 'Brunnenstraße, Gesundbrunnen, Mitte, Berlin, 13355, Deutschland', 'class': 'highway', 'type': 'secondary', 'importance': 0.5044409508461066}",13.3958881,52.538316
275,06:19:00,2023-05-14 20:10:14.182771,2023,5,14,000027_1305485,1305485.0,"Burglary, Property Damage",Marzahn-Hellersdorf,2023.0,18.03,19 Uhr,Unknown,Male,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'place_id': 307863134, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 164712, 'boundingbox': ['52.4704779', '52.5745093', '13.5168837', '13.6585034'], 'lat': '52.5225225', 'lon': '13.5876634', 'display_name': 'Marzahn-Hellersdorf, Berlin, Deutschland', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6501948440349123, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}, {'place_id': 99528535, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 9920312630, 'boundingbox': ['52.52755', '52.52765', '13.5895192', '13.5896192'], 'lat': '52.5276', 'lon': '13.5895692', 'display_name': 'Marzahn-Hellersdorf, Hellersdorfer Straße, Hellersdorf, Marzahn-Hellersdorf, Berlin, 12619, Deutschland', 'class': 'tourism', 'type': 'information', 'importance': 0.21000999999999997, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/amenity_information.p.20.png'}]","{'place_id': 307863134, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 164712, 'boundingbox': ['52.4704779', '52.5745093', '13.5168837', '13.6585034'], 'lat': '52.5225225', 'lon': '13.5876634', 'display_name': 'Marzahn-Hellersdorf, Berlin, Deutschland', 'class': 'boundary', 'type': 'administrative', 'importance': 0.6501948440349123, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}",13.5876634,52.5225225
276,08:14:00,2023-01-14 20:10:14.182771,2023,1,14,000028_1305483,1305483.0,Unclassified,"Berlepschstraße, Steglitz-Zehlendorf",2023.0,18.03,8 Uhr,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[{'place_id': 102573163, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4706334, 'boundingbox': ['52.4259626', '52.429803', '13.2448027', '13.2570781'], 'lat': '52.4278805', 'lon': '13.2508885', 'display_name': 'Berlepschstraße, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14165, Deutschland', 'class': 'highway', 'type': 'tertiary', 'importance': 0.42001}, {'place_id': 133927565, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 112408881, 'boundingbox': ['52.421616', '52.4245177', '13.2280974', '13.2402037'], 'lat': '52.4233592', 'lon': '13.2341165', 'display_name': 'Berlepschstraße, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14165, Deutschland', 'class': 'highway', 'type': 'residential', 'importance': 0.42001}, {'place_id': 182433294, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 307572321, 'boundingbox': ['52.420901', '52.4209184', '13.2251887', '13.2254757'], 'lat': '52.4209085', 'lon': '13.2253115', 'display_name': 'Berlepschstraße, Zehlendorf, Steglitz-Zehlendorf, Kleinmachnow, Potsdam-Mittelmark, Brandenburg, 14165, Deutschland', 'class': 'highway', 'type': 'residential', 'importance': 0.42001}]","{'place_id': 102573163, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4706334, 'boundingbox': ['52.4259626', '52.429803', '13.2448027', '13.2570781'], 'lat': '52.4278805', 'lon': '13.2508885', 'display_name': 'Berlepschstraße, Zehlendorf, Steglitz-Zehlendorf, Berlin, 14165, Deutschland', 'class': 'highway', 'type': 'tertiary', 'importance': 0.42001}",13.2508885,52.4278805
277,07:42:00,2022-11-23 20:10:14.182771,2022,11,23,000029_1304726,1304726.0,"Verbal Abuse, General Assault","Schulenburgring, Tempelhof-Schöneberg",2023.0,16.03,22 Uhr,Female,Female,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'place_id': 142809870, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 151571103, 'boundingbox': ['52.4837369', '52.4841089', '13.3814226', '13.3820526'], 'lat': '52.4840494', 'lon': '13.3815234', 'display_name': 'Schulenburgring, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland', 'class': 'highway', 'type': 'residential', 'importance': 0.42001}, {'place_id': 251873439, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 722014546, 'boundingbox': ['52.4833525', '52.4837369', '13.3820526', '13.3827353'], 'lat': '52.4834626', 'lon': '13.3825321', 'display_name': 'Schulenburgring, Stadtquartier Friesenstraße, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland', 'class': 'highway', 'type': 'residential', 'importance': 0.42001}, {'place_id': 115897894, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 30130057, 'boundingbox': ['52.4803464', '52.4818373', '13.382848', '13.3829105'], 'lat': '52.4808069', 'lon': '13.3828674', 'display_name': 'Schulenburgring, Gartenstadt Neu-Tempelhof, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland', 'class': 'highway', 'type': 'residential', 'importance': 0.42001}]","{'place_id': 142809870, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 151571103, 'boundingbox': ['52.4837369', '52.4841089', '13.3814226', '13.3820526'], 'lat': '52.4840494', 'lon': '13.3815234', 'display_name': 'Schulenburgring, Tempelhof, Tempelhof-Schöneberg, Berlin, 12101, Deutschland', 'class': 'highway', 'type': 'residential', 'importance': 0.42001}",13.3815234,52.4840494
279,18:13:00,2022-12-31 20:10:14.182771,2022,12,31,000031_1304388,1304388.0,Property Damage,"Pistoriusstraße, Weißensee",2023.0,15.03,12 Uhr,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'place_id': 206493801, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 432205818, 'boundingbox': ['52.5500311', '52.5500955', '13.4588841', '13.4589826'], 'lat': '52.5500638', 'lon': '13.4589326', 'display_name': 'Pistoriusstraße, Weißensee, Pankow, Berlin, 13086, Deutschland', 'class': 'highway', 'type': 'tertiary', 'importance': 0.4132480317462599}]","{'place_id': 206493801, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 432205818, 'boundingbox': ['52.5500311', '52.5500955', '13.4588841', '13.4589826'], 'lat': '52.5500638', 'lon': '13.4589326', 'display_name': 'Pistoriusstraße, Weißensee, Pankow, Berlin, 13086, Deutschland', 'class': 'highway', 'type': 'tertiary', 'importance': 0.4132480317462599}",13.4589326,52.5500638
280,14:57:00,2023-02-04 20:10:14.182771,2023,2,4,000032_1303920,1303920.0,"General Assault, Verbal Abuse, Property Damage","Klingsorstraße, Steglitz-Zehlendorf",2023.0,14.03,16 Uhr,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'place_id': 213088750, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 469639446, 'boundingbox': ['52.4480957', '52.4481898', '13.3268671', '13.3269577'], 'lat': '52.4481898', 'lon': '13.3269577', 'display_name': 'Klingsorstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland', 'class': 'highway', 'type': 'tertiary', 'importance': 0.42001}, {'place_id': 250208452, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 711128321, 'boundingbox': ['52.4439581', '52.4448285', '13.3209594', '13.3228193'], 'lat': '52.4442979', 'lon': '13.3217967', 'display_name': 'Klingsorstraße, Lichterfelde, Steglitz-Zehlendorf, Berlin, 12203, Deutschland', 'class': 'highway', 'type': 'tertiary', 'importance': 0.41001}]","{'place_id': 213088750, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 469639446, 'boundingbox': ['52.4480957', '52.4481898', '13.3268671', '13.3269577'], 'lat': '52.4481898', 'lon': '13.3269577', 'display_name': 'Klingsorstraße, Steglitz, Steglitz-Zehlendorf, Berlin, 12167, Deutschland', 'class': 'highway', 'type': 'tertiary', 'importance': 0.42001}",13.3269577,52.4481898
281,13:17:00,2022-09-14 20:10:14.182771,2022,9,14,000033_1303633,1303633.0,Unclassified,Dahme,2023.0,16.02,Unknown,Male,Unknown,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"[{'place_id': 307912821, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 382426, 'boundingbox': ['54.1946781', '54.2461991', '11.0498063', '11.0948736'], 'lat': '54.2213817', 'lon': '11.0852528', 'display_name': 'Dahme, Ostholstein, Schleswig-Holstein, 23747, Deutschland', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5126034359328223, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}, {'place_id': 307495690, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 5415, 'boundingbox': ['52.4196561', '52.448166', '13.5701701', '13.5864334'], 'lat': '52.43391575', 'lon': '13.574720330300806', 'display_name': 'Dahme, Treptow-Köpenick, Berlin, Deutschland', 'class': 'natural', 'type': 'water', 'importance': 0.46071050646189227}, {'place_id': 150421690, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 177001919, 'boundingbox': ['52.3931656', '52.3937253', '13.642202', '13.6439839'], 'lat': '52.3931656', 'lon': '13.6439839', 'display_name': 'Dahme, Karolinenhof, Schmöckwitz, Treptow-Köpenick, Berlin, 12527, Deutschland', 'class': 'waterway', 'type': 'river', 'importance': 0.46071050646189227}, {'place_id': 116033709, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 32544354, 'boundingbox': ['52.2965651', '52.2979879', '13.6485016', '13.6497439'], 'lat': '52.2973895', 'lon': '13.6488523', 'display_name': 'Dahme, Neue Mühle, Königs Wusterhausen, Dahme-Spreewald, Brandenburg, 15711, Deutschland', 'class': 'waterway', 'type': 'canal', 'importance': 0.46071050646189227}, {'place_id': 139968900, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 135902494, 'boundingbox': ['52.2180949', '52.2183965', '13.7712589', '13.773892'], 'lat': '52.2181697', 'lon': '13.7725949', 'display_name': 'Dahme, Prieroser Mühle, Prieros, Heidesee, Dahme-Spreewald, Brandenburg, 15754, Deutschland', 'class': 'waterway', 'type': 'river', 'importance': 0.46071050646189227}, {'place_id': 307932212, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 410654, 'boundingbox': ['51.8268742', '52.4482373', '13.4315578', '13.7841016'], 'lat': '52.0689088', 'lon': '13.7009704', 'display_name': 'Dahme, Brandenburg, Deutschland', 'class': 'waterway', 'type': 'river', 'importance': 0.46071050646189227}, {'place_id': 299676878, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 1061417837, 'boundingbox': ['52.440608', '52.4419355', '13.5735253', '13.5742354'], 'lat': '52.440608', 'lon': '13.5735253', 'display_name': 'Dahme, Köpenick, Treptow-Köpenick, Berlin, 12557, Deutschland', 'class': 'waterway', 'type': 'river', 'importance': 0.38500999999999996}, {'place_id': 179071502, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 292583204, 'boundingbox': ['52.3762356', '52.3817979', '13.6524376', '13.6551145'], 'lat': '52.3797283', 'lon': '13.6537985', 'display_name': 'Dahme, Schmöckwitz, Treptow-Köpenick, Berlin, 12527, Deutschland', 'class': 'waterway', 'type': 'river', 'importance': 0.38500999999999996}, {'place_id': 179323643, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 292583202, 'boundingbox': ['52.3979572', '52.4030471', '13.6278415', '13.6368563'], 'lat': '52.3983543', 'lon': '13.6313419', 'display_name': 'Dahme, Schmöckwitz, Treptow-Köpenick, Berlin, 12527, Deutschland', 'class': 'waterway', 'type': 'fairway', 'importance': 0.36000999999999994}, {'place_id': 178789568, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 290486553, 'boundingbox': ['52.3513058', '52.3619262', '13.6377949', '13.6417311'], 'lat': '52.3558297', 'lon': '13.6417311', 'display_name': 'Dahme, Schmöckwitz, Treptow-Köpenick, Zeuthen, Dahme-Spreewald, Brandenburg, 12527, Deutschland', 'class': 'waterway', 'type': 'navigation', 'importance': 0.36000999999999994}]","{'place_id': 307912821, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 382426, 'boundingbox': ['54.1946781', '54.2461991', '11.0498063', '11.0948736'], 'lat': '54.2213817', 'lon': '11.0852528', 'display_name': 'Dahme, Ostholstein, Schleswig-Holstein, 23747, Deutschland', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5126034359328223, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}",11.0852528,54.2213817
282,22:54:00,2022-10-10 20:10:14.182771,2022,10,10,000034_1303599,1303599.0,"Property Damage, Attempted Theft","Marienfelde, Hildburghauser Straße",2023.0,13.03,6-8 Uhr,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'place_id': 102614477, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4724547, 'boundingbox': ['52.4125317', '52.4125748', '13.3613412', '13.3615188'], 'lat': '52.4125317', 'lon': '13.3615188', 'display_name': 'Hildburghauser Straße, Marienfelde, Tempelhof-Schöneberg, Berlin, 12279, Deutschland', 'class': 'highway', 'type': 'secondary', 'importance': 0.41001}, {'place_id': 117307061, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 36193578, 'boundingbox': ['52.4122168', '52.4124257', '13.3614586', '13.362203'], 'lat': '52.4123812', 'lon': '13.3616247', 'display_name': 'Hildburghauser Straße, Marienfelde, Tempelhof-Schöneberg, Berlin, 12277, Deutschland', 'class': 'highway', 'type': 'secondary', 'importance': 0.41001}, {'place_id': 115658674, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 29492468, 'boundingbox': ['52.4142717', '52.4143496', '13.3502181', '13.3502558'], 'lat': '52.4142717', 'lon': '13.3502181', 'display_name': 'Hildburghauser Straße, Marienfelde, Tempelhof-Schöneberg, Berlin, 12279, Deutschland', 'class': 'highway', 'type': 'tertiary', 'importance': 0.41001}]","{'place_id': 102614477, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4724547, 'boundingbox': ['52.4125317', '52.4125748', '13.3613412', '13.3615188'], 'lat': '52.4125317', 'lon': '13.3615188', 'display_name': 'Hildburghauser Straße, Marienfelde, Tempelhof-Schöneberg, Berlin, 12279, Deutschland', 'class': 'highway', 'type': 'secondary', 'importance': 0.41001}",13.3615188,52.4125317
283,23:55:00,2022-10-27 20:10:14.182771,2022,10,27,000001_1312355,1312355.0,"Property Crime, General Assault","Harzer Straße, Neukölln",2023.0,7.04,6.15 Uhr,Male,Male,1,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'place_id': 112781680, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 24162107, 'boundingbox': ['52.4861173', '52.4863793', '13.4463333', '13.4468493'], 'lat': '52.4862588', 'lon': '13.4465761', 'display_name': 'Harzer Straße, Neukölln, Berlin, 12059, Deutschland', 'class': 'highway', 'type': 'tertiary', 'importance': 0.41001}, {'place_id': 112904019, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 23859713, 'boundingbox': ['52.4865198', '52.4872918', '13.4445512', '13.4460535'], 'lat': '52.4869099', 'lon': '13.4452862', 'display_name': 'Harzer Straße, Donaukiez, Neukölln, Berlin, 12059, Deutschland', 'class': 'highway', 'type': 'residential', 'importance': 0.41001}, {'place_id': 362821831, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 1178056120, 'boundingbox': ['52.4863793', '52.4865198', '13.4460535', '13.4463333'], 'lat': '52.4864488', 'lon': '13.446193', 'display_name': 'Harzer Straße, Neukölln, Berlin, 12059, Deutschland', 'class': 'highway', 'type': 'residential', 'importance': 0.41001}, {'place_id': 273979452, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 857133862, 'boundingbox': ['52.4893254', '52.489495', '13.4402452', '13.4405766'], 'lat': '52.4894119', 'lon': '13.4404092', 'display_name': 'Harzer Straße, Reuterkiez, Neukölln, Berlin, 12059, Deutschland', 'class': 'highway', 'type': 'residential', 'importance': 0.41001}]","{'place_id': 112781680, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 24162107, 'boundingbox': ['52.4861173', '52.4863793', '13.4463333', '13.4468493'], 'lat': '52.4862588', 'lon': '13.4465761', 'display_name': 'Harzer Straße, Neukölln, Berlin, 12059, Deutschland', 'class': 'highway', 'type': 'tertiary', 'importance': 0.41001}",13.4465761,52.4862588
284,00:23:00,2023-05-21 20:10:14.182771,2023,5,21,000001_1328146,1328146.0,"Robbery, General Assault, Verbal Abuse",Reinickendorf,2023.0,25.05,16 Uhr,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'place_id': 307769049, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 16334, 'boundingbox': ['52.5488072', '52.6607411', '13.2016176', '13.3892817'], 'lat': '52.6047631', 'lon': '13.2952872', 'display_name': 'Reinickendorf, Berlin, Deutschland', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5723777537091662, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}, {'place_id': 307639758, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 16328, 'boundingbox': ['52.5581157', '52.5901246', '13.3003751', '13.3892817'], 'lat': '52.5711856', 'lon': '13.3455963', 'display_name': 'Reinickendorf, Berlin, Deutschland', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5499855020076913, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}]","{'place_id': 307769049, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 16334, 'boundingbox': ['52.5488072', '52.6607411', '13.2016176', '13.3892817'], 'lat': '52.6047631', 'lon': '13.2952872', 'display_name': 'Reinickendorf, Berlin, Deutschland', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5723777537091662, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png'}",13.2952872,52.6047631
