,Unnamed: 0,official_case_id,type_of_crime,location,datetime,year_date,time,victim_sex,offender_sex,number_of_victims,number_of_offenders,homicide,hate_crime-disability,hate_crime-gender,hate_crime-gender_identity,hate_crime-religious,hate_crime-sexual_orientation,hate_crime-racial/ethnicity,verbal_abuse/verbal_assault,property_damage,drug_offenses,general_assault,sexual_assault,sexual_harassment,property_crimes,unclassified,lon,lat
1254,1337,1134229,"Verbal Abuse, General Assault, Hate Crime - Religious",Moritzstraße Ecke Altstädter Ring,2021-01-10 01:00:00,2021-01-10,01.00,Male,Male,2,2,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.624452912888954,34.753281799999996
1255,1338,1134228,"Property Damage, Driving Under the Influence",Warschauer Straße/Marchlewskistraße,2021-01-10 12:50:00,2021-01-10,12.50,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7529879,34.6480251
1256,1339,1134227,Property Damage,"Tangermünder Straße, Marzahn-Hellersdorf",2021-01-10 03:30:00,2021-01-10,03.30,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2043971,35.0817992
1257,1340,1134226,Property Damage,Pilotenstraße/Groß-Berliner-Damm/Segelfliegerdamm,2021-01-10 09:35:00,2021-01-10,09.35,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.4148794,-2.9606396
1258,1341,1134206,"Property Damage, Arson",Freiherr-vom-Stein-Straße,2021-01-09 02:10:00,2021-01-09,02.10,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.1023342,19.4850268
1259,1342,1134205,"General Assault, Property Damage",Ahrenshoper Straße,2021-01-09 22:30:00,2021-01-09,22.30,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.5187011,34.6937442
1260,1343,1134201,"Property Crime, Theft",Voßstraße,2021-01-09 14:00:00,2021-01-09,14.00,Unknown,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.1071066,57.5160851
1261,1344,1134199,"Property Damage, Arson",Gartenstraße,2021-01-09 01:00:00,2021-01-09,01.00,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6745653721370708,35.15647595
1262,1345,1134197,"General Assault, Verbal Abuse, Hate Crime - Religious","Archibaldweg,  Nöldnerplatz, Lichtenberg",2021-01-09 21:50:00,2021-01-09,21.50,Male,Unknown,1,1-2,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.838749,35.0522613
1263,1346,1134138,"Verbal Abuse, General Assault, Property Crimes", Afrikanische Straße,2021-01-08 13:30:00,2021-01-08,13.30,Male,Male,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.4980498,34.9610292
1264,1347,1134059,"Property Damage, Drug Offenses","Märkische Allee, Marzahn-Hellersdorf",2021-01-08 03:50:00,2021-01-08,03.50,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.602572152571302,34.807969299999996
1265,1348,1133909,General Assault,"Kirchhofstraße, Karl-Marx-Straße",2021-01-08 23:40:00,2021-01-08,23.40,Male,Unknown,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.584678616153623,35.182829999999996
1266,1349,1133868,"General Assault, Property Damage","Albrecht-Achilles-Straße, Wilmersdorf",2021-01-08 14:00:00,2021-01-08,14.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,115.7491526,39.9043983
1267,1350,1133859,"Property Damage, Hate Crime - Political","Gotlindestraße, Lichtenberg",2021-01-08 17:00:00,2021-01-08,17.00,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.6788807,40.4600122
1268,1351,1133850,"Property Damage, Arson","Lauenburger Straße, Feuerbachstraße",2021-01-08 21:50:00,2021-01-08,21.50,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3302647,34.8733172
1269,1352,1133434,Property Damage,"Buckower Chaussee, Mariendorfer Damm, Malteserstraße",2021-01-07 11:30:00,2021-01-07,11.30,Female,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0847263,42.855817
1270,1353,1133431,"Property Crime, Burglary","Ebersdorfer Straße, Wilhelmstadt",2021-01-07 23:30:00,2021-01-07,23.30,Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.1605282,-45.4449727
1271,1354,1133430,"General Assault, Verbal Abuse",Brückenstraße,2021-01-07 20:00:00,2021-01-07,20.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,168.1586636,-45.3674912
1272,1355,1133291,"Property Crimes, Theft","Sickingenstraße, Transvaalstraße, Wedding",2021-01-06 04:00:00,2021-01-06,04.00,Unknown,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.309993509099804,46.06802694227006
1273,1356,1133004,"Verbal Abuse, General Assault, Property Damage",Torstraße,2021-01-06 23:30:00,2021-01-06,23.30,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.057377,47.487809
1274,1357,1132998,"Property Crime, General Assault",Holländerstraße,2021-01-06 22:30:00,2021-01-06,22.30,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.9739268386874,50.74673415
1275,1358,1132997,"General Assault, Property Damage","Borussiastraße, Tempelhof-Schöneberg",2021-01-06 14:20:00,2021-01-06,14.20,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.2497826,42.9711411
1276,1359,1132638,Property Damage,Karl-Marx-Allee/Straße der Pariser Kommune/Frankfurter Tor,2021-01-05 19:00:00,2021-01-05,19.00,Male,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1592062,49.62708525
1277,1360,1132637,"Property Crime, General Assault","Plautusstraße, Rixdorfer Straße, Imbrosweg",2021-01-05 23:30:00,2021-01-05,23.30,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-79.6061289,40.3055544
1278,1361,1132417,"General Assault, Property Damage",Karl-Marx-Straße,2021-01-04 17:20:00,2021-01-04,17.20,Male,Male,2,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,99.2720208,19.6659016
1279,1362,1132331,"General Assault, Property Damage, Verbal Abuse",Kaiser-Friedrich-Straße,2021-01-04 14:30:00,2021-01-04,14.30,Female,Male,2,6-8,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.20305742222222,42.6976714
1280,1363,1132188,"Property Damage, General Assault",Rosenthaler Straße,2021-01-04 22:30:00,2021-01-04,22.30,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.146119403125,49.588117859375
1281,1364,1132184,"Property Damage, Attempted Arson","Langhansstraße, Weißensee",2021-01-04 21:40:00,2021-01-04,21.40,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,98.8144665,19.7322914
1282,1365,1132121,"Property Damage, Vandalism", Augsburger Straße,2021-01-03 00:30:00,2021-01-03,00.30,Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.23460345,-24.77344295
1283,1366,1132120,"General Assault, Verbal Abuse","Abram-Joffe-Straße, Adlershof",2021-01-03 04:10:00,2021-01-03,04.10,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3780074,42.1976741
1284,1367,1132118,"Property Damage, Vandalism","Erkelenzdamm, Friedrichshain-Kreuzberg",2021-01-03 21:00:00,2021-01-03,21.00,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8844060490124015,50.659971150000004
1285,1368,1132115,Property Damage,Frankfurter Allee,2021-01-03 23:35:00,2021-01-03,23.35,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.130716214285714,49.61122685714286
1286,1369,1132114,"General Assault, Verbal Abuse, Property Damage","Lietzenseepark, Charlottenburg-Wilmersdorf",2021-01-03 22:30:00,2021-01-03,22.30,Male,"Male, Female",4,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0609146,41.110675
1287,1370,1132113,"General Assault, Property Damage, Drug Offenses",Spielplatz in der Straße Achtrutenberg,2021-01-03 15:00:00,2021-01-03,15.00,Male,Male,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-79.678268,40.4637811
1288,1371,1132107,Property Damage,"Schwalbenweg, Altglienicke",2021-01-02 09:20:00,2021-01-02,09.20,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1077800625,49.6125333
1289,1372,1132102,Property Damage,"Dänenstraße, Prenzlauer Berg",2021-01-02 03:15:00,2021-01-02,03.15,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.162073014285714,49.632393885714286
1290,1373,1132099,"Property Damage, General Assault","Freibergstraße, Mariendorf",2021-01-02 03:30:00,2021-01-02,03.30,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,23.279511205714286,42.70414612571428
1291,1374,1132098,"Verbal Abuse, General Assault, Property Damage","Ribnitzer Straße, Bahnhof Wartenberg, Zingster Straße",2021-01-02 01:00:00,2021-01-02,01.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.599485860377358,46.70314627169811
1292,1375,1132097,"Property Crime, Burglary",Askanierring,2021-01-02 20:30:00,2021-01-02,20.30,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.10252265,49.587766825
1293,1376,1132076,Property Damage,Rigaer Straße,2021-01-01 10:40:00,2021-01-01,10.40,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.061772166666664,47.52614746666667
1294,1377,1132067,Drug Offenses,Berlinweit,,2021-01-01,Unknown,Unknown,Male,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.3272293,42.7007202
1295,1378,1131981,Unclassified,bezirksübergreifend,,2021-01-01,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.9529865,49.5080803
1296,1379,1131821,"Verbal Abuse, Hate Crime - Sexual Orientation","Akazienstraße, Tempelhof-Schöneberg",2021-01-01 23:00:00,2021-01-01,23.00,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.29646815,42.69318956666667
1297,1380,1131818,"General Assault, Verbal Abuse, Property Damage",Sprengelstraße,2021-01-01 19:40:00,2021-01-01,19.40,"Male, Female",Female,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.8668829,56.6999786
1298,1381,1131814,"Property Crime, General Assault","Ellen-Epstein-Straße, Moabit, Frankfurter Allee, Friedrichshain",2021-01-01 13:10:00,2021-01-01,13.10,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.233333,56.5
1299,1382,1131564,Property Damage,Alte Jakobstraße,2021-09-30 10:00:00,2021-09-30,10.00,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5345561,56.8996865
1300,1383,1131413,"Drug Offenses, Property Damage",Rübelandstraße Ecke Jonasstraße,2021-09-30 17:50:00,2021-09-30,17.50,Unknown,Male,Unknown,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.25,57.15
1301,1384,1131384,"General Assault, Property Damage, Verbal Abuse",Karl-Marx-Straße,2021-09-30 18:15:00,2021-09-30,18.15,Male,Male,1,10,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.166667,57.466667
1302,1385,1131378,"General Assault, Property Damage, Verbal Abuse",Heckmannufer,2021-09-30 15:30:00,2021-09-30,15.30,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0929508,48.9212902
1303,1386,1131332,Property Damage,"Quickborner Straße, Lübars",2021-09-30 21:30:00,2021-09-30,21.30,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.44682897711812,59.817751113667285
1304,1387,1131114,"General Assault, Property Crimes","Anita-Berber-Park, Hermannstraße",2021-09-29 05:00:00,2021-09-29,05.00,Female,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.3124475,42.7133796
1305,1388,1131077,Property Damage,Obentrautstraße,2021-09-29 05:00:00,2021-09-29,05.00,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3260185,18.9937659
1306,1389,1130976,"General Assault, Verbal Abuse, Property Damage",Samariterstraße/Eldenaer Straße,2021-09-29 16:00:00,2021-09-29,16.00,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.1230685,49.61850455
1307,1390,1130973,"Drug Offenses, Property Crimes","Weddingstraße, Pankstraße",2021-09-29 17:30:00,2021-09-29,17.30,Male,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,175.4669233,-40.7851214
1308,1391,1130969,Property Damage,"Lachmannstraße, Boppstraße (Friedrichshain-Kreuzberg)",2021-09-29 03:30:00,2021-09-29,03.30,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,115.7287542,39.8898268
1309,1392,1130861,"Robbery, Verbal Abuse",Dircksenstraße,2021-01-28 19:45:00,2021-01-28,19.45,Male,Male,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.473242142815675,59.82408630217707
1310,1393,1130778,Homicide,"Ortnitstraße, Stadtrandsiedlung Malchow",2021-09-28 10:00:00,2021-09-28,10.00,Male,Male,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1848034,42.70907905
1311,1394,1130509,"Property Damage, General Assault",Hochstraße,,2021-09-28,Mittag,Female,Female,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,98.8071557,19.7410176
1312,1395,1130416,"Property Crimes, Property Damage","Semmelweisstraße, Altglienicke",2021-09-28 03:10:00,2021-09-28,03.10,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.466390573945077,59.85658123114535
1313,1396,1130355,"Robbery, General Assault, Verbal Abuse","Britz, Hochspannungsweg",2021-09-28 23:20:00,2021-09-28,23.20,Male,Male,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0505973,42.3851252
1314,1397,1130354,"Property Damage, Arson","Gesundbrunnen, Swinemünder Brücke",2021-09-28 00:10:00,2021-09-28,00.10,Unknown,Unknown,3,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.526310234997288,59.86758281904503
1315,1398,1130292,Unknown,Berlinweit,,2021-09-27,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.4964616,3.4298763
1316,1399,1130128,"Property Damage, General Assault","Skalitzer Straße, Kottbusser Tor",2021-09-27 20:30:00,2021-09-27,20.30,"Male, Female",Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-76.500147,3.4237638
1317,1400,1130126,"General Assault, Property Damage","Holzhauser Straße, Reinickendorf",2021-09-27 13:30:00,2021-09-27,13.30,Male,Unknown,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-79.6000076,40.3017445
1318,1401,1130122,Property Damage,"Wasserstadtbrücke, Hakenfelde",2021-09-27 02:00:00,2021-09-27,02.00,Unknown,Unknown,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,38.77623804363949,8.9650995
1319,1402,1130028,Property Damage,Stadtautobahn in Charlottenburg-Wilmersdorf,2021-09-26 02:00:00,2021-09-26,02.00,Male,Male,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1166649,57.7333362
1320,1403,1130027,Property Damage,"Frettchenweg, Mahlsdorf",2021-09-26 01:30:00,2021-09-26,01.30,Unknown,Male,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4846026330424449,35.33070925
1321,1404,1130022,"Verbal Abuse, Property Damage","Pöhlbergstraße, Marzahn-Hellersdorf",2021-09-26 23:30:00,2021-09-26,23.30,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1674238685139984,35.60062225
1322,1405,1130021,"Property Damage, Drug Offenses, General Assault","Kirchhofstraße, Glasower Straße, Karl-Marx-Straße",2021-09-26 13:00:00,2021-09-26,13.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6669943,35.3533903
1323,1406,1130020,"General Assault, Property Damage","Reginhardtstraße, Reinickendorf",2021-09-26 02:30:00,2021-09-26,02.30,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,99.4097987,18.9613731
1324,1407,1130019,"General Assault, Property Damage","Robert-Siewert-Straße, Karlshorst",2021-09-26 00:20:00,2021-09-26,00.20,Male,Male,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.633333,57.716667
1325,1408,1130018,"General Assault, Property Damage, Verbal Abuse","Chodowieckistraße, Jablonskistraße, Metzer Straße",2021-09-26 21:00:00,2021-09-26,21.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.2458048,34.8924859
1326,1409,1129994,"Robbery, Property Damage",Franz-Körner-Straße,2021-09-25 18:00:00,2021-09-25,18.00,Unknown,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.5899075,49.8070677
1327,1410,1129993,"Sexual Harassment, General Assault, Property Damage",Schlesische Straße,2021-09-25 01:45:00,2021-09-25,01.45,"Female, Male",Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,35.8030271,-5.0397751
1328,1411,1129992,"General Assault, Verbal Abuse, Hate Crime - Gender Identity",Karl-Marx-Straße,2021-09-25 17:45:00,2021-09-25,17.45,Transgender,Male,1,Multiple,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.155032196867182,60.961458699999994
1329,1412,1129991,Property Damage,Waidmannsluster Damm,2021-09-25 23:50:00,2021-09-25,23.50,"Male, Female",Male,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,175.4117624,-40.84388
1330,1413,1129942,"Property Damage, General Assault",Hasenheide,2021-09-24 00:45:00,2021-09-24,00.45,Male,Male,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,98.8506734,19.4885973
1331,1414,1129798,"Property Crime, Burglary",Kurfürstendamm,2021-04-27 23:30:00,2021-04-27,23.30,Female,"Female, Male",1,3-4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0237833,35.53032
1332,1415,1129757,Property Damage,Neuendorfer Straße,2021-09-24 22:00:00,2021-09-24,22.00,"Female, Male",Unknown,4,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.916667,58.083333
1333,1416,1129747,"Property Crime, Forgery",Storkower Straße,2021-09-24 21:00:00,2021-09-24,21.00,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.814139388881717,61.1254821
1334,1417,1129489,Drug Offenses,"Mariannenplatz, Kreuzberg",2021-09-23 19:00:00,2021-09-23,19.00,Unknown,Male,Unknown,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.594105058640873,61.034966350000005
1335,1418,1129477,"Property Damage, Hate Crime - Racial/Ethnicity","Sonnenallee, Neukölln",2021-09-23 16:00:00,2021-09-23,16.00,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8856345,35.0554796
1336,1419,1129370,"Property Damage, Possession of a Weapon",Wilhelmstraße/Franz-Klühs-Straße,2021-09-23 23:45:00,2021-09-23,23.45,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666667,58.033333
1337,1420,1129315,"Property Crime, Verbal Abuse, Hate Crime - Racial/Ethnicity",Frankfurter Allee,2021-09-23 21:00:00,2021-09-23,21.00,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.5825807,40.3602469
1338,1421,1129304,"General Assault, Verbal Abuse",Mehrower Allee,2021-09-23 15:00:00,2021-09-23,15.00,Male,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.607790394913987,58.178359349999994
1339,1422,1129276,Property Damage,Hausburgstraße,2021-09-23 16:00:00,2021-09-23,16.00,Female,Male,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8032867220845485,61.03861345
1340,1423,1129254,"General Assault, Verbal Abuse, Hate Crime - Sexual Orientation","Dörpfeldstraße, Treptow-Köpenick",2021-09-23 23:00:00,2021-09-23,23.00,Male,Male,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3900115,42.8236315
1341,1424,1129146,"Property Damage, Drug Offenses","Neukölln, Kottbusser Damm, Friedelstraße, Sonnenallee, Hobrechtstraße, Lenaustraße, Bürknerstraße",2021-09-22 03:50:00,2021-09-22,03.50,Unknown,Male,Unknown,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.804961075198172,61.28605655
1342,1425,1128905,"Property Crime, General Assault, Property Damage",Karl-Marx-Straße,2021-09-22 11:40:00,2021-09-22,11.40,Male,Male,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.608022023842763,35.4589895
1343,1426,1128900,"Property Damage, Arson","Floningweg, Kreuzung Floning- Ecke Wendelsteinweg",2021-09-22 02:00:00,2021-09-22,02.00,Unknown,Male,Unknown,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5692148601594855,61.518948449999996
1344,1427,1128730,"Property Crime, Burglary","Fritz-Erler-Allee, Neukölln",2021-09-21 08:15:00,2021-09-21,08.15,Unknown,Male,Unknown,4,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.333333,58.416667
1345,1428,1128656,"Verbal Abuse, General Assault, Property Crime","Grünberger Straße, Revaler Straße, Warschauer Straße",2021-09-21 14:45:00,2021-09-21,14.45,"Male, Female",Male,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.679680639813811,61.35374245
